"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"2113",860,142983,"Sir Graham Balfour High School","ACC","NSE",162,60,40,15,5,19,43.6,9.2,8.5,33.7,45.4,"State School","Mixed",47.1
"2114",860,124445,"King Edward VI High School","CY","NSE",107,48,52,30,3,19,38,9,7.2,25.7,43.2,"State School","Mixed",40.7
"2115",860,137553,"The Weston Road Academy","ACC","NSE",149,52,48,13,6,5,49.8,10.2,9.4,36.7,51.7,"State School","Mixed",47.8
"2116",860,124449,"Abbot Beyne School","VC","NSE",110,55,46,30,19,11,42.4,9.4,7.8,34.4,45.9,"State School","Mixed",42.7
"2117",860,142193,"Blessed William Howard Catholic School","ACC","NSE",146,52,48,18,2,8,47.3,10.5,9.1,37.6,49.4,"State School","Mixed",48.5
"2118",860,138729,"Painsley Catholic College","ACC","NSE",203,55,45,8,4,8,57.1,11.8,10.9,47.8,57.9,"State School","Mixed",56.1
"2119",860,146235,"Blessed Robert Sutton Catholic Voluntary Academy","ACC","NSE",111,58,42,16,24,11,45.4,9.5,9.4,30.8,48.2,"State School","Mixed",NA
"2120",860,140802,"St John Fisher Catholic College","ACC","NSE",164,51,49,20,20,18,44,9.6,8.2,39,45.3,"State School","Mixed",46.4
"2121",860,137384,"Cannock Chase High School","ACC","NSE",129,54,47,36,3,8,44.4,9.5,7.8,39.1,47.3,"State School","Mixed",42.3
"2122",860,124467,"Stafford Manor High School","FD","NSE",47,34,66,38,6,23,37.8,8.6,8.4,32.3,41.3,"State School","Mixed",36.2
"2123",860,124468,"Cardinal Griffin Catholic College","VA","NSE",140,52,48,24,1,10,41.5,9.3,8.3,30.9,44.8,"State School","Mixed",45.3
"2124",860,136886,"Erasmus Darwin Academy","ACC","NSE",159,52,48,8,1,13,56.6,11.8,10.4,44,57.7,"State School","Mixed",53.7
"2125",860,136136,"Landau Forte Academy, Amington","AC","NSE",152,51,49,30,1,17,38.6,8.6,7.1,33.7,40.7,"State School","Mixed",40.8
"2126",860,139234,"The JCB Academy","UTC","NSE",189,78,22,13,1,23,43.4,8.4,8.9,37,44.4,"State School","Mixed",47
"2127",860,124495,"Roaches School","INDSPEC",NA,9,67,33,NA,NA,NA,8.3,1.3,2.2,NA,NA,"Special School","Mixed",4.7
"2128",860,124488,"Maple Hayes Hall School","INDSPEC",NA,18,83,17,NA,NA,NA,33.3,3.8,6.1,NA,NA,"Special School","Mixed",34.3
"2129",860,137098,"Longdon Hall School","INDSPEC",NA,27,93,7,NA,NA,NA,1.4,0.1,0.5,NA,NA,"Special School","Mixed",6.3
"2130",860,138243,"Hopedale School","INDSPEC",NA,7,86,14,NA,NA,NA,12.1,2.9,2.9,NA,NA,"Special School","Mixed",NA
"2131",860,142516,"The Haven School","INDSPEC",NA,6,67,33,NA,NA,NA,0.3,0,0,NA,NA,"Special School","Mixed",NA
"2132",860,136245,"P.A.C.E Alternative Education Ltd","INDSPEC",NA,15,87,13,NA,NA,NA,3.4,1,2.4,NA,NA,"Special School","Mixed",2.2
"2133",860,140997,"Walton Hall Academy","ACS",NA,18,83,17,33,0,NA,1.2,0.4,0.8,3,0.3,"Special School","Mixed",0.1
"2134",860,146070,"The Fountains High School","ACCS",NA,15,53,47,33,13,NA,3.1,0.8,0.5,NA,NA,"Special School","Mixed",NA
"2135",860,124508,"Hednesford Valley High School","CYS",NA,29,55,45,55,0,NA,3.5,0,1.3,3.9,2.9,"Special School","Mixed",2.5
"2136",860,142170,"Loxley Hall School","ACCS",NA,18,100,NA,72,0,NA,0.8,0.1,0.4,NA,NA,"Special School","Boys",1.6
"2137",860,141449,"Coppice Academy","ACCS",NA,29,62,38,52,7,NA,0.4,0.2,0.1,0.3,0.5,"Special School","Mixed",1.2
"2138",860,124521,"Queen's Croft High School","CYS",NA,23,83,17,35,4,NA,4,1,1.4,4.2,4,"Special School","Mixed",2.3
"2139",861,136824,"St Peter's CofE Academy","AC","NSE",194,53,47,32,31,6,42.7,9.5,7.8,35.2,46.2,"State School","Mixed",39.4
"2140",861,139068,"Thistley Hough Academy","AC","NSE",133,44,56,44,38,16,36.8,8.1,7.3,32.8,40,"State School","Mixed",39.3
"2141",861,139590,"Stoke Studio College for Manufacturing and Design Engineering","SS","NSE",34,91,9,47,9,15,37,6.6,7.8,40.5,33.9,"Special School","Mixed",29.6
"2142",861,142186,"Ormiston Meridian Academy","AC","NSE",147,50,50,52,16,14,42.2,9.1,7.9,38.4,46.3,"State School","Mixed",45.3
"2143",861,140633,"The Excel Academy","ACC","NSE",161,40,60,31,11,11,48,9.8,10,44.2,49.6,"State School","Mixed",46.3
"2144",861,144558,"Trentham Academy","ACC","NSE",102,44,56,11,13,2,49.8,10.7,9.5,48.4,49.9,"State School","Mixed",44.6
"2145",861,124390,"Birches Head Academy","FD","NSE",122,42,58,40,14,20,34,7.6,6.9,26.2,39.2,"State School","Mixed",35.7
"2146",861,138549,"Haywood Academy","ACC","NSE",194,52,48,44,22,11,39.8,9,7.1,34.7,43.8,"State School","Mixed",41.1
"2147",861,140149,"St Margaret Ward Catholic Academy","ACC","NSE",202,46,55,20,28,5,44.1,9.5,8.4,36.6,46,"State School","Mixed",44
"2148",861,136680,"Ormiston Horizon Academy","AC","NSE",160,49,51,46,3,11,39.4,8.6,8,35,43.1,"State School","Mixed",39.4
"2149",861,136681,"Discovery Academy","AC","NSE",206,46,54,46,8,7,41.5,8,8,35.9,46.2,"State School","Mixed",41.8
"2150",861,140304,"St Thomas More Catholic Academy","ACC","NSE",164,51,49,29,32,9,42.4,9.4,8.3,38,44.1,"State School","Mixed",39.5
"2151",861,136460,"St Joseph's College","ACC","SEL",149,52,48,4,21,1,60.7,12.6,11.9,56.2,60.9,"Grammar School","Mixed",58.2
"2152",861,136102,"Co-op Academy Stoke-On-Trent","AC","NSE",158,55,45,44,37,16,41.6,9.1,7.9,41.1,41.9,"State School","Mixed",41.7
"2153",861,136145,"Ormiston Sir Stanley Matthews Academy","AC","NSE",200,50,50,38,10,8,50.5,10.4,9.3,45.3,53.7,"State School","Mixed",47.3
"2154",861,137574,"Unity School","INDSPEC",NA,11,46,55,NA,NA,NA,3,0.7,1.1,NA,NA,"Special School","Mixed",5.3
"2155",861,143653,"Peak Education Stoke","INDSPEC",NA,28,93,7,NA,NA,NA,2.8,0.9,1.9,NA,NA,"Special School","Mixed",NA
"2156",861,124498,"Portland School and Specialist College","FDS",NA,9,89,11,78,0,NA,7.3,1.7,2.7,NA,NA,"Special School","Mixed",11
"2157",861,124501,"Watermill School","CYS",NA,17,65,35,47,18,NA,0.1,0.1,0,0.1,0,"Special School","Mixed",0.4
"2158",865,135804,"The Wellington Academy","AC","NSE",137,52,48,12,7,8,35,7.1,7.4,29.8,35.8,"State School","Mixed",39.8
"2159",865,136183,"Sarum Academy","AC","NSE",65,49,51,46,6,46,39.5,8.6,7,36,42.6,"State School","Mixed",37.1
"2160",865,131969,"Abbeyfield School","CY","NSE",148,51,49,16,4,8,43.5,8.8,8.3,32.7,45.5,"State School","Mixed",48.1
"2161",865,144388,"Wyvern College","ACC","NSE",38,100,NA,32,13,18,41,8.2,8.4,28.5,46.8,"State School","Boys",43.5
"2162",865,138885,"The Clarendon Academy","AC","NSE",146,54,46,33,8,7,38.8,8.3,7.8,27.4,44.4,"State School","Mixed",38.8
"2163",865,141964,"South Wiltshire UTC","UTC","NR",45,71,29,16,4,13,36.9,8,8,25.8,39,"State School","Mixed",36.3
"2164",865,144389,"The Trafalgar School at Downton","ACC","NSE",119,59,41,11,6,8,48.1,9.9,9.5,30.4,50.3,"State School","Mixed",41.6
"2165",865,146344,"Melksham Oak Community School","ACC","NR",217,58,42,23,3,7,40.8,8,8.3,30.4,43.9,"State School","Mixed",NA
"2166",865,137308,"Malmesbury School","ACC","NSE",239,54,46,11,2,5,52.4,11.2,9.8,37.5,54.2,"State School","Mixed",55.5
"2167",865,136611,"The Corsham School","ACC","NSE",187,52,48,18,5,13,49.6,10.5,9.3,37.9,52.1,"State School","Mixed",47.2
"2168",865,136911,"Royal Wootton Bassett Academy","ACC","NSE",297,51,50,11,10,12,51.9,10.8,10.1,42.7,53.1,"State School","Mixed",51.6
"2169",865,126458,"The Stonehenge School","CY","NSE",109,49,51,12,3,24,45.6,9.1,8.8,36.6,46.8,"State School","Mixed",41.2
"2170",865,143005,"Avon Valley College","ACC","NSE",74,65,35,12,4,32,38,8.2,7.6,39.4,37.9,"State School","Mixed",37.7
"2171",865,137230,"Kingdown School","ACC","NSE",263,51,49,20,5,7,49.1,10.2,9.3,39.8,51.4,"State School","Mixed",47
"2172",865,138020,"The John of Gaunt School","ACC","NSE",189,56,44,28,11,17,42.9,9.6,8.1,35.5,45.7,"State School","Mixed",41.9
"2173",865,137827,"St Edmund's Girls' School","ACC","NSE",169,NA,100,14,4,10,51.1,10.9,8.9,33,54.2,"State School","Girls",47.9
"2174",865,137057,"St Laurence School","ACC","NSE",224,48,52,15,2,21,53.4,11.6,9.9,42.7,55.2,"State School","Mixed",55.5
"2175",865,126473,"St Joseph's Catholic School","VA","NSE",98,58,42,11,10,20,43.4,9.8,8.2,40.8,43.7,"State School","Mixed",45.3
"2176",865,137375,"St Augustine's Catholic College","ACC","NSE",149,52,48,9,17,13,55.8,11.7,10.6,42.5,57.1,"State School","Mixed",56.4
"2177",865,136389,"Lavington School","ACC","NSE",126,55,45,14,0,23,55.3,11.4,10.7,41.7,57.5,"State School","Mixed",55.5
"2178",865,136849,"Pewsey Vale School","ACC","NSE",65,43,57,12,2,15,42.1,9.4,8.7,23.8,44.7,"State School","Mixed",41.2
"2179",865,136632,"Sheldon School","ACC","NSE",279,48,52,18,5,7,49.2,10.5,9.6,33.7,52.5,"State School","Mixed",49.9
"2180",865,138623,"St John's Marlborough","ACC","NSE",260,52,48,10,3,8,56.6,11.7,10.6,48,57.6,"State School","Mixed",53.8
"2181",865,137650,"Kingsbury Green Academy","ACC","NSE",136,60,40,21,2,21,45.1,9.8,9.1,32.7,48.3,"State School","Mixed",44.3
"2182",865,142316,"Bradon Forest School","ACC","NSE",180,48,52,15,4,11,47.9,10.5,9.3,32.8,50.5,"State School","Mixed",48.4
"2183",865,138630,"Devizes School","ACC","NSE",142,54,46,20,7,13,47.2,9.9,8.6,31.5,51.2,"State School","Mixed",43.3
"2184",865,136391,"South Wilts Grammar School for Girls","ACC","SEL",132,NA,100,2,2,0,76.3,15.5,15,NA,NA,"Grammar School","Girls",74.5
"2185",865,136500,"Bishop Wordsworth's Church of England Grammar School","ACC","SEL",124,100,NA,5,3,2,75.4,14.2,15.2,73.2,75.5,"Grammar School","Boys",71.9
"2186",865,136296,"Hardenhuish School","ACC","NSE",255,51,49,12,4,11,50.6,10.8,10,37.9,52.3,"State School","Mixed",52
"2187",865,126510,"Matravers School","FD","NSE",131,57,44,31,2,23,43.6,9.2,7.9,38.4,45.9,"State School","Mixed",45
"2188",865,126535,"Appleford School","INDSPEC",NA,24,79,21,NA,NA,NA,1.2,0,0,NA,NA,"Special School","Mixed",2.7
"2189",865,136019,"On Track Education Westbury","INDSPEC",NA,15,53,47,NA,NA,NA,1.7,0.5,0.7,NA,NA,"Special School","Mixed",2.3
"2190",865,145198,"The Springfields Academy","ACS","NR",16,75,25,56,0,NA,2.3,0.4,0.9,2.3,2.1,"Special School","Mixed",NA
"2191",865,126550,"Downland School","CYS",NA,15,100,0,40,0,NA,11.3,2,4.3,12.8,10.2,"Special School","Boys",7.3
"2192",866,144773,"Lawn Manor Academy","ACC","NR",135,56,44,33,28,13,39.4,8.4,8.7,31.6,43.1,"State School","Mixed",41.9
"2193",866,145139,"Kingsdown School","ACC","NR",209,47,53,22,2,22,43.8,10.2,8.1,38.4,45.3,"State School","Mixed",39.4
"2194",866,145155,"UTC Swindon","UTC","NR",57,83,18,33,4,26,36.9,7.7,7.9,30.1,40.3,"State School","Mixed",39.1
"2195",866,137684,"The Dorcan Academy","ACC","NSE",147,59,42,27,8,18,43,9.4,8.5,38.5,44.7,"State School","Mixed",41.7
"2196",866,136860,"Highworth Warneford School","ACC","NSE",183,50,50,10,2,9,47,10.3,9,37.4,48.1,"State School","Mixed",48.7
"2197",866,140515,"Nova Hreod Academy","ACC","NSE",147,55,45,26,8,16,48.9,9.9,10.2,42.8,51,"State School","Mixed",48.3
"2198",866,137264,"Lydiard Park Academy","ACC","NSE",194,57,43,21,15,8,47.9,10.3,9,41.3,49.6,"State School","Mixed",46.4
"2199",866,131196,"Abbey Park School","CY","NSE",193,49,51,12,11,12,49.4,10.2,9.9,38.4,51,"State School","Mixed",46.7
"2200",866,136980,"St Joseph's Catholic College","ACC","NSE",234,50,50,17,39,12,45.3,10,8.2,37.7,46.9,"State School","Mixed",44.8
"2201",866,137190,"The Commonweal School","ACC","NSE",224,52,48,18,13,16,46.3,9.4,9,38.3,48.1,"State School","Mixed",46.5
"2202",866,137160,"The Ridgeway School & Sixth Form College","ACC","NSE",234,50,50,8,12,20,52.2,10.5,10.6,42.6,53,"State School","Mixed",51
"2203",866,135364,"Swindon Academy","AC","NSE",99,53,48,48,17,19,44.8,9.3,8.7,43.3,46.1,"State School","Mixed",47.5
"2204",866,145852,"St Luke's Academy","ACS",NA,18,100,0,94,0,NA,1.1,0.2,0.9,NA,NA,"Special School","Boys",NA
"2205",867,142577,"The Brakenhale School","AC","NSE",163,49,52,23,17,10,42.1,9,8,31.4,45.2,"State School","Mixed",42.8
"2206",867,145244,"Edgbarrow School","ACC","NSE",210,57,43,10,8,10,55.6,11.4,11,37.1,57.6,"State School","Mixed",NA
"2207",867,110068,"Sandhurst School","CY","NSE",184,51,50,10,15,4,44.5,9.4,8.8,40.9,44.9,"State School","Mixed",45.9
"2208",867,110069,"Garth Hill College","CY","NSE",254,53,47,17,15,20,43.8,9.3,8.6,36.5,45.2,"State School","Mixed",46.6
"2209",867,110071,"Easthampstead Park Community School","CY","NSE",130,50,50,32,9,16,37.7,8.4,7.4,28.5,42.1,"State School","Mixed",41.6
"2210",867,137267,"Ranelagh School","ACC","NSE",160,44,56,10,1,16,58.5,11.9,11.6,45,60,"State School","Mixed",54.5
"2211",868,138879,"Desborough College","AC","NSE",125,100,0,17,26,12,47.6,9.5,10.4,43.9,48.3,"State School","Boys",46.4
"2212",868,139971,"Holyport College","F","NSE",87,55,45,18,5,17,53.1,10.9,10,41.5,55.7,"State School","Mixed",57
"2213",868,138823,"Charters School","ACC","NSE",245,57,43,12,3,21,54.8,11.4,10.3,40.4,56.8,"State School","Mixed",59.3
"2214",868,142357,"Newlands Girls' School","ACC","NSE",187,NA,100,11,17,5,58.8,12.5,11,54.9,59.3,"State School","Girls",55.3
"2215",868,141844,"The Windsor Boys' School","ACC","NSE",178,100,NA,12,15,18,46.9,9.3,9.7,31.1,49,"State School","Boys",48.9
"2216",868,141852,"Windsor Girls' School","ACC","NSE",166,NA,100,14,18,4,51.7,11.2,9.6,42.6,53.2,"State School","Girls",54.9
"2217",868,137740,"Furze Platt Senior School","ACC","NSE",196,59,41,16,16,16,50.5,10.1,10.2,42.1,52.1,"State School","Mixed",51.3
"2218",868,137695,"Cox Green School","ACC","NSE",162,54,46,14,11,12,46.7,9.8,9.7,39.3,47.9,"State School","Mixed",46.1
"2219",868,133580,"Churchmead Church of England (VA) School","VA","NSE",57,58,42,28,40,28,39.5,8.5,7.3,33.5,41.8,"State School","Mixed",42.7
"2220",868,138342,"Altwood CofE Secondary School","ACC","NSE",73,59,41,18,23,22,43.2,8.6,8.8,32.2,45.6,"State School","Mixed",49.1
"2221",868,142325,"Huntercombe Hospital School Maidenhead","INDSPEC",NA,12,8,92,NA,NA,NA,0.8,0,0.8,NA,NA,"Special School","Mixed",NA
"2222",868,110183,"Manor Green School","CYS",NA,15,80,20,33,20,NA,1,0.3,0.7,NA,NA,"Special School","Mixed",NA
"2223",869,142822,"John O'gaunt School","AC","NSE",70,44,56,16,4,21,41.2,9.5,8.6,28.7,43.5,"State School","Mixed",40.8
"2224",869,145945,"Theale Green School","AC","NR",98,55,45,13,3,13,42,9.8,7.9,32,43.5,"State School","Mixed",NA
"2225",869,110048,"The Willink School","CY","NSE",169,55,45,11,4,15,55.9,11.7,11.5,47,57,"State School","Mixed",54.7
"2226",869,136733,"Park House School","ACC","NSE",171,56,44,14,8,10,48.5,10.1,10.1,36.9,50.4,"State School","Mixed",48.4
"2227",869,136647,"Kennet School","ACC","NSE",279,51,49,17,4,13,46.9,10,8.9,33,49.6,"State School","Mixed",50.2
"2228",869,110063,"Little Heath School","VA","NSE",250,49,51,16,8,7,50.1,10.4,10.1,38.5,52.4,"State School","Mixed",46.6
