"convo_id","message_from","created_at"
49,"admin",2020-07-22 15:02:34
49,"user",2020-07-22 15:02:47
49,"admin",2020-07-22 15:02:48
49,"user",2020-07-22 15:02:50
49,"admin",2020-07-22 15:10:28
49,"admin",2020-07-22 15:13:18
49,"user",2020-07-22 15:57:12
49,"admin",2020-07-22 16:01:33
49,"user",2020-07-22 16:35:28
49,"admin",2020-07-22 16:35:28
49,"user",2020-07-22 16:35:41
49,"admin",2020-07-22 16:36:44
49,"admin",2020-07-23 13:01:06
49,"admin",2020-07-23 13:03:44
49,"admin",2020-07-24 13:29:56
49,"admin",2020-07-25 14:02:16
50,"user",2020-07-21 15:39:05
50,"admin",2020-07-21 15:49:13
50,"user",2020-07-21 16:14:59
50,"admin",2020-07-21 16:20:16
50,"user",2020-07-21 16:25:22
50,"admin",2020-07-21 16:29:42
50,"admin",2020-07-21 16:29:51
51,"user",2020-07-21 16:59:22
51,"user",2020-07-21 16:59:33
51,"user",2020-07-21 16:59:36
51,"user",2020-07-21 16:59:41
51,"user",2020-07-21 16:59:47
51,"user",2020-07-21 16:59:51
51,"admin",2020-07-21 17:04:38
51,"user",2020-07-21 17:05:02
51,"admin",2020-07-21 17:05:03
51,"user",2020-07-21 17:05:15
51,"admin",2020-07-21 17:06:53
51,"admin",2020-07-21 17:08:18
51,"user",2020-07-21 17:09:39
51,"user",2020-07-21 17:14:05
51,"user",2020-07-21 17:19:22
51,"user",2020-07-21 17:19:29
51,"user",2020-07-21 17:19:35
51,"user",2020-07-21 17:19:39
51,"admin",2020-07-21 17:23:05
51,"admin",2020-07-21 17:24:13
51,"admin",2020-07-21 17:24:54
51,"user",2020-07-21 17:29:03
51,"user",2020-07-21 17:29:08
51,"admin",2020-07-21 17:30:36
51,"user",2020-07-21 17:31:33
51,"admin",2020-07-21 17:32:43
51,"admin",2020-07-21 17:33:37
51,"user",2020-07-21 19:40:07
51,"admin",2020-07-21 19:40:07
51,"user",2020-07-21 19:40:15
51,"user",2020-07-21 19:40:18
51,"admin",2020-07-21 19:42:17
51,"admin",2020-07-21 19:43:02
51,"user",2020-07-21 19:43:55
51,"user",2020-07-21 19:44:02
51,"user",2020-07-21 19:44:11
51,"user",2020-07-21 19:45:29
51,"admin",2020-07-21 19:46:20
51,"user",2020-07-21 19:47:42
51,"user",2020-07-21 19:47:44
51,"user",2020-07-21 19:47:52
51,"admin",2020-07-21 19:49:58
51,"admin",2020-07-21 19:50:51
51,"user",2020-07-21 19:55:41
51,"user",2020-07-21 19:55:47
51,"admin",2020-07-21 19:57:15
51,"user",2020-07-21 19:58:05
51,"user",2020-07-21 19:58:13
51,"admin",2020-07-21 20:00:21
51,"admin",2020-07-21 20:01:01
51,"user",2020-07-21 20:45:54
51,"admin",2020-07-22 20:10:20
52,"user",2020-07-21 17:28:48
52,"user",2020-07-21 17:29:05
52,"admin",2020-07-21 17:31:25
52,"admin",2020-07-21 17:31:38
52,"admin",2020-07-21 17:32:14
52,"admin",2020-07-21 17:32:29
52,"user",2020-07-21 17:32:39
52,"admin",2020-07-21 17:33:52
52,"admin",2020-07-21 17:34:06
52,"user",2020-07-21 17:34:16
52,"admin",2020-07-21 17:34:53
52,"admin",2020-07-21 17:35:05
52,"admin",2020-07-22 12:28:30
53,"user",2020-07-21 18:03:47
53,"admin",2020-07-21 18:10:19
53,"user",2020-07-21 18:12:15
53,"admin",2020-07-21 18:14:01
53,"user",2020-07-21 18:22:57
53,"admin",2020-07-21 18:29:35
53,"user",2020-07-21 18:31:45
53,"admin",2020-07-21 18:37:11
53,"user",2020-07-21 18:37:31
53,"admin",2020-07-21 18:40:17
53,"user",2020-07-21 18:41:13
53,"admin",2020-07-21 18:42:44
53,"user",2020-07-21 18:43:32
53,"admin",2020-07-21 18:43:55
53,"admin",2020-07-21 18:43:57
54,"user",2020-07-21 18:19:58
54,"admin",2020-07-21 18:35:31
54,"user",2020-07-21 19:01:06
54,"admin",2020-07-21 19:01:06
54,"user",2020-07-21 19:01:29
54,"user",2020-07-21 19:01:33
54,"admin",2020-07-21 19:02:19
54,"admin",2020-07-22 20:10:39
55,"lead",2020-07-21 18:22:38
55,"admin",2020-07-21 18:53:09
55,"admin",2020-07-24 15:48:16
56,"user",2020-07-21 18:23:45
56,"user",2020-07-21 18:24:32
56,"user",2020-07-21 18:29:09
56,"admin",2020-07-21 18:31:07
56,"user",2020-07-21 18:40:30
56,"user",2020-07-21 18:41:05
56,"admin",2020-07-21 18:42:11
56,"admin",2020-07-21 18:42:12
57,"user",2020-07-21 18:26:28
57,"user",2020-07-21 18:33:11
57,"user",2020-07-21 18:33:47
57,"admin",2020-07-21 19:01:47
57,"admin",2020-07-22 20:10:41
58,"lead",2020-07-21 18:33:40
58,"admin",2020-07-21 18:47:23
59,"user",2020-07-21 18:34:04
59,"user",2020-07-21 18:34:43
59,"admin",2020-07-21 19:21:25
59,"user",2020-07-21 21:31:47
59,"admin",2020-07-21 21:31:48
59,"user",2020-07-21 21:31:55
59,"admin",2020-07-22 04:04:59
59,"admin",2020-07-22 04:05:01
59,"admin",2020-07-22 21:20:32
59,"admin",2020-07-22 21:20:34
60,"user",2020-07-21 18:44:41
60,"user",2020-07-21 20:38:33
60,"admin",2020-07-21 20:39:32
60,"user",2020-07-21 20:40:50
60,"user",2020-07-21 20:41:28
60,"admin",2020-07-21 20:41:36
60,"admin",2020-07-21 20:42:13
60,"user",2020-07-21 20:42:44
60,"admin",2020-07-21 20:44:42
60,"user",2020-07-21 20:44:53
60,"admin",2020-07-21 21:08:52
61,"user",2020-07-21 19:26:31
61,"admin",2020-07-21 19:30:49
61,"admin",2020-07-22 20:10:26
62,"user",2020-07-21 19:52:15
62,"user",2020-07-21 19:52:23
62,"user",2020-07-21 19:52:36
62,"user",2020-07-21 19:52:47
62,"user",2020-07-21 20:00:08
62,"user",2020-07-21 20:00:17
62,"user",2020-07-21 20:00:23
62,"user",2020-07-21 20:00:59
62,"admin",2020-07-22 00:13:35
62,"admin",2020-07-22 00:13:37
62,"admin",2020-07-22 00:14:45
62,"admin",2020-07-22 00:14:48
62,"user",2020-07-22 07:18:21
62,"admin",2020-07-22 07:18:21
62,"admin",2020-07-22 07:20:59
63,"user",2020-07-21 20:31:35
63,"user",2020-07-21 20:42:05
63,"admin",2020-07-21 20:45:34
64,"user",2020-07-21 20:32:03
64,"user",2020-07-21 20:32:12
64,"admin",2020-07-22 08:07:52
64,"admin",2020-07-22 08:08:42
64,"admin",2020-07-22 09:00:37
64,"admin",2020-07-22 09:01:07
64,"admin",2020-07-22 14:51:36
64,"admin",2020-07-22 14:55:00
64,"admin",2020-07-22 15:53:20
64,"admin",2020-07-22 15:53:43
64,"admin",2020-07-26 15:24:08
64,"admin",2020-07-26 15:24:47
65,"user",2020-07-21 20:32:36
65,"user",2020-07-21 20:32:39
65,"admin",2020-07-21 20:33:09
65,"admin",2020-07-21 20:33:19
65,"user",2020-07-21 20:34:21
65,"user",2020-07-21 20:34:36
65,"user",2020-07-21 20:35:09
65,"user",2020-07-21 20:35:19
65,"admin",2020-07-21 20:35:22
65,"admin",2020-07-21 20:35:35
65,"user",2020-07-21 20:35:40
65,"admin",2020-07-21 20:36:43
65,"user",2020-07-21 20:41:23
65,"user",2020-07-21 20:42:43
65,"admin",2020-07-21 20:44:12
65,"user",2020-07-21 20:45:36
65,"admin",2020-07-21 20:47:18
65,"user",2020-07-21 20:49:02
65,"admin",2020-07-21 20:49:53
65,"user",2020-07-21 20:50:09
65,"admin",2020-07-22 20:10:22
66,"user",2020-07-21 20:38:14
66,"user",2020-07-21 20:38:24
66,"user",2020-07-21 20:39:04
66,"user",2020-07-21 20:39:12
66,"admin",2020-07-22 00:42:42
66,"admin",2020-07-22 00:59:51
66,"user",2020-07-22 06:36:01
66,"admin",2020-07-22 06:36:02
66,"user",2020-07-22 06:36:18
